,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
473574,20402395,2013-08-27,Combatant (Turkey),Unidentified Forces,Turkey,Consult,40,1.0,Opposition Supporter (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27747893,3,Dow Jones Business News,Gaziantep,,Gaziantep,Turkey,37.0594,37.3825,2013-08-27
473575,20402397,2013-08-27,United States,,United States,Use conventional military force,190,-10.0,Bashar al-Assad,"National Ethnic,National Ethnic Minority,National Religious,Parties,Executive,Far Right,Executive Office,Shia,International Religious,(National) Major Party,Religious Minority,Government,Ideological,Social",Syria,27747893,3,Dow Jones Business News,Gaziantep,,Gaziantep,Turkey,37.0594,37.3825,2013-08-27
474107,20405323,2013-08-28,Syria,,Syria,Use conventional military force,190,-10.0,Turkey,,Turkey,27726166,4,The Jerusalem Post,,,,Turkey,39.9167,32.8333,2013-08-28
474825,20406218,2013-08-28,Middle East,,,Accuse,112,-2.0,Bashar al-Assad,"National Ethnic,National Ethnic Minority,National Religious,Parties,Executive,Far Right,Executive Office,Shia,International Religious,(National) Major Party,Religious Minority,Government,Ideological,Social",Syria,27741000,6,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-08-28
474826,20406217,2013-08-28,Barack Obama,"(National) Major Party,Parties,Government,Executive Office,Executive,Ideological,Center Left",United States,Accuse,112,-2.0,Bashar al-Assad,"National Ethnic,National Ethnic Minority,National Religious,Parties,Executive,Far Right,Executive Office,Shia,International Religious,(National) Major Party,Religious Minority,Government,Ideological,Social",Syria,27741000,6,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-08-28
474843,20406236,2013-08-28,Defense Industry (Turkey),"Business,Social",Turkey,Express intent to cooperate,30,4.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27741057,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-28
474844,20406235,2013-08-28,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Express intent to cooperate,30,4.0,Defense Industry (Turkey),"Business,Social",Turkey,27741057,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-28
474880,20406274,2013-08-28,Ministry (Turkey),Government,Turkey,Make statement,10,0.0,Turkey,,Turkey,27741109,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-28
474881,20406275,2013-08-28,Helle Thorning-Schmidt,"Legislative / Parliamentary,Elite,Ideological,Executive Office,(National) Major Party,Parties,Government,Executive,Center Left",Denmark,Discuss by telephone,41,1.0,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,27741110,3,BBC Monitoring European,Trabzon,,Trabzon,Turkey,41.005,39.7269,2013-08-28
474882,20406276,2013-08-28,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Discuss by telephone,41,1.0,Helle Thorning-Schmidt,"Legislative / Parliamentary,Elite,Ideological,Executive Office,(National) Major Party,Parties,Government,Executive,Center Left",Denmark,27741110,3,BBC Monitoring European,Trabzon,,Trabzon,Turkey,41.005,39.7269,2013-08-28
474911,20406306,2013-08-28,David Cameron,"Legislative / Parliamentary,Government,(National) Major Party,Parties,Elite,Executive Office,Cabinet,Executive,Center Right,Ideological",United Kingdom,Discuss by telephone,41,1.0,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,27741188,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-28
474912,20406307,2013-08-28,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Discuss by telephone,41,1.0,David Cameron,"Legislative / Parliamentary,Government,(National) Major Party,Parties,Elite,Executive Office,Cabinet,Executive,Center Right,Ideological",United Kingdom,27741188,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-28
474913,20406308,2013-08-28,Industry (Turkey),"Business,Social",Turkey,Express intent to cooperate,30,4.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27741189,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-28
474914,20406309,2013-08-28,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Express intent to cooperate,30,4.0,Industry (Turkey),"Business,Social",Turkey,27741189,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-28
474915,20406310,2013-08-28,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27741190,2,BBC Monitoring European,,,Rize,Turkey,40.9044,40.8949,2013-08-28
474916,20406311,2013-08-28,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Criticize or denounce,111,-2.0,Bashar al-Assad,"National Ethnic,National Ethnic Minority,National Religious,Parties,Executive,Far Right,Executive Office,Shia,International Religious,(National) Major Party,Religious Minority,Government,Ideological,Social",Syria,27741190,2,BBC Monitoring European,,,Rize,Turkey,40.9044,40.8949,2013-08-28
475004,20406406,2013-08-28,Shinzo Abe,"Government,Executive Office,Parties,(National) Major Party,Buddhist,Elite,International Religious,Center Right,Ideological,Executive,Shinto",Japan,Make a visit,42,1.9,Turkey,,Turkey,27741379,6,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-08-28
475005,20406407,2013-08-28,Turkey,,Turkey,Host a visit,43,2.8,Shinzo Abe,"Government,Executive Office,Parties,(National) Major Party,Buddhist,Elite,International Religious,Center Right,Ideological,Executive,Shinto",Japan,27741379,6,Agence France-Presse,,,,Turkey,39.9167,32.8333,2013-08-28
475548,20406996,2013-08-28,Newspaper (Turkey),"Media,Social",Turkey,Consult,40,1.0,Syria,,Syria,27742329,4,BBC Monitoring European,Vatan,,Kayseri,Turkey,38.859,35.4644,2013-08-28
475549,20406995,2013-08-28,Syria,,Syria,Consult,40,1.0,Newspaper (Turkey),"Media,Social",Turkey,27742329,4,BBC Monitoring European,Vatan,,Kayseri,Turkey,38.859,35.4644,2013-08-28
475550,20406994,2013-08-28,United States,,United States,Make statement,10,0.0,Syria,,Syria,27742329,5,BBC Monitoring European,Vatan,,Kayseri,Turkey,38.859,35.4644,2013-08-28
475969,20407443,2013-08-28,Canada,,Canada,Engage in diplomatic cooperation,50,3.5,Turkey,,Turkey,27743223,2,BBC Monitoring European,Yildirim,,Kayseri,Turkey,38.9916,35.9846,2013-08-28
475970,20407442,2013-08-28,Turkey,,Turkey,Engage in diplomatic cooperation,50,3.5,Canada,,Canada,27743223,2,BBC Monitoring European,Yildirim,,Kayseri,Turkey,38.9916,35.9846,2013-08-28
476114,20407604,2013-08-28,Walid Muallem,"Executive,Government,Elite,Foreign Ministry",Syria,Make statement,10,0.0,Syria,,Syria,27743526,2,Irish Times,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-28
476130,20407622,2013-08-28,Syria,,Syria,Criticize or denounce,111,-2.0,Military (International),"Government,Military",,27743546,3,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-28
476711,20408294,2013-08-28,Government (Turkey),Government,Turkey,Accuse,112,-2.0,Armed Rebel (Turkey),"Rebel,Dissident",Turkey,33401819,2,Le Monde,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-28
477520,20411205,2013-08-29,Nationalist Movement Party,"Far Right,Ideological,(National) Major Party,Parties",Turkey,Express intent to cooperate,30,4.0,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27736554,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
477521,20411204,2013-08-29,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Express intent to cooperate,30,4.0,Nationalist Movement Party,"Far Right,Ideological,(National) Major Party,Parties",Turkey,27736554,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
477546,20411232,2013-08-29,Turkey,,Turkey,Investigate,90,-2.0,Airline (Turkey),"Business,Social",Turkey,27736591,2,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-29
477563,20411252,2013-08-29,Activist (Iran),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Iran,Make a visit,42,1.9,Turkey,,Turkey,27736657,3,BBC Monitoring Caucasus,,,,Turkey,39.9167,32.8333,2013-08-29
477564,20411253,2013-08-29,Turkey,,Turkey,Host a visit,43,2.8,Activist (Iran),"Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists,Human Rights NGOs",Iran,27736657,3,BBC Monitoring Caucasus,,,,Turkey,39.9167,32.8333,2013-08-29
477634,20411337,2013-08-29,Ahmet Davutoglu,"Government,Education,Foreign Ministry,Center Right,Ideological,(National) Major Party,Cabinet,Social,Parties,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27736806,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
477635,20411338,2013-08-29,Ahmet Davutoglu,"Government,Education,Foreign Ministry,Center Right,Ideological,(National) Major Party,Cabinet,Social,Parties,Executive",Turkey,Make statement,10,0.0,Syria,,Syria,27736806,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
477969,20411712,2013-08-29,Government (Syria),Government,Syria,Use conventional military force,190,-10.0,Syria,,Syria,27737483,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
478082,20411830,2013-08-29,Turkey,,Turkey,Praise or endorse,51,3.4,Syria,,Syria,27737736,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478083,20411829,2013-08-29,Ahmet Davutoglu,"Government,Education,Foreign Ministry,Center Right,Ideological,(National) Major Party,Cabinet,Social,Parties,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27737736,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478212,20411978,2013-08-29,Ahmet Davutoglu,"Government,Education,Foreign Ministry,Center Right,Ideological,(National) Major Party,Cabinet,Social,Parties,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27738005,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
478215,20411981,2013-08-29,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Consult,40,1.0,Susilo Bambang Yudhoyono,"Elite,Executive Office,Government,Executive",Indonesia,27738006,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
478216,20411984,2013-08-29,Susilo Bambang Yudhoyono,"Elite,Executive Office,Government,Executive",Indonesia,Consult,40,1.0,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,27738006,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-29
478590,20412389,2013-08-29,Sadullah Ergin,"Government,Justice / Law Ministry,Center Right,Ideological,(National) Major Party,Cabinet,Parties,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27738794,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478591,20412390,2013-08-29,Government (Turkey),Government,Turkey,Engage in negotiation,46,7.0,Kurdistan Workers' Party,"Separatists,Kurd (Ethnic Group),International Ethnic,Dissident",Turkey,27738796,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478592,20412393,2013-08-29,Kurdistan Workers' Party,"Separatists,Kurd (Ethnic Group),International Ethnic,Dissident",Turkey,Engage in negotiation,46,7.0,Government (Turkey),Government,Turkey,27738796,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478593,20412392,2013-08-29,Kurdistan Workers' Party,"Separatists,Kurd (Ethnic Group),International Ethnic,Dissident",Turkey,Use conventional military force,190,-10.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27738796,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
478594,20412391,2013-08-29,Nationalist Movement Party,"Far Right,Ideological,(National) Major Party,Parties",Turkey,"Accuse of espionage, treason",1125,-2.0,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,27738796,6,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-29
479280,20414852,2013-08-30,Walid Muallem,"Executive,Government,Elite,Foreign Ministry",Syria,Threaten,130,-4.4,Turkey,,Turkey,27730034,2,PNA (Philippines News Agency),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-30
479735,20415462,2013-08-30,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",,Make a visit,42,1.9,Turkey,,Turkey,27731546,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-30
479737,20415467,2013-08-30,Turkey,,Turkey,Host a visit,43,2.8,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",,27731546,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-30
479760,20415488,2013-08-30,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",,Make a visit,42,1.9,Turkey,,Turkey,27731582,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-30
479762,20415491,2013-08-30,Turkey,,Turkey,Host a visit,43,2.8,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",,27731582,1,Agence France-Presse,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-30
480095,20415856,2013-08-30,Walid Muallem,"Executive,Government,Elite,Foreign Ministry",Syria,Threaten,130,-4.4,Turkey,,Turkey,27732298,2,Xinhua News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-30
480586,20416390,2013-08-30,NTV,"Media,Social",Turkey,Consult,40,1.0,Ofwono Opondo,"Parties,(National) Major Party",Uganda,27733365,2,All Africa,,,,Turkey,39.9167,32.8333,2013-08-30
481898,20419059,2013-08-31,Foreign Affairs (Iran),"Executive,Government,Foreign Ministry",Iran,Make statement,10,0.0,Iran,,Iran,27728546,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
481899,20419058,2013-08-31,Foreign Affairs (Iran),"Executive,Government,Foreign Ministry",Iran,Make statement,10,0.0,Turkey,,Turkey,27728546,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
481900,20419061,2013-08-31,National Coalition for Syrian Revolutionary and Opposition Forces,"Protestors / Popular Opposition / Mobs,Dissident",Syria,Make statement,10,0.0,Syria,,Syria,27728548,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
481910,20419074,2013-08-31,Abdullah Gül,"Government,Executive Office,Elite,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27728580,5,BBC Monitoring European,Cankaya,,Ankara,Turkey,39.9179,32.8627,2013-08-31
481911,20419075,2013-08-31,Turkey,,Turkey,Investigate,90,-2.0,Syria,,Syria,27728582,2,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-08-31
481941,20419107,2013-08-31,Jung Hong-won,"Elite,Government,Executive,Executive Office",South Korea,Consult,40,1.0,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,27728644,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-31
481942,20419106,2013-08-31,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Consult,40,1.0,Jung Hong-won,"Elite,Government,Executive,Executive Office",South Korea,27728644,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-08-31
482179,20419374,2013-08-31,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Accuse,112,-2.0,Israel,,Israel,27729088,4,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482180,20419372,2013-08-31,Persian Gulf,,,Provide economic aid,71,7.4,Defense / Security Ministry (Egypt),"Government,Defense / Security Ministry,Executive",Egypt,27729088,6,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482181,20419373,2013-08-31,Recep Tayyip Erdoğan,"Government,Executive Office,Elite,International Religious,Center Right,Ideological,(National) Major Party,Sunni,Parties,Executive",Turkey,Criticize or denounce,111,-2.0,Persian Gulf,,,27729088,6,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482216,20419409,2013-08-31,Foreign Affairs (Iran),"Executive,Government,Foreign Ministry",Iran,Appeal for diplomatic cooperation (such as policy support),22,3.4,Turkey,,Turkey,27729137,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482217,20419410,2013-08-31,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27729138,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-08-31
482231,20419426,2013-08-31,Foreign Affairs (Iran),"Executive,Government,Foreign Ministry",Iran,Make statement,10,0.0,United States,,United States,27729191,2,BBC Monitoring Caucasus,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482232,20419427,2013-08-31,Foreign Affairs (Iran),"Executive,Government,Foreign Ministry",Iran,Make statement,10,0.0,Iran,,Iran,27729191,3,BBC Monitoring Caucasus,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-08-31
482862,20420095,2013-08-31,Abdullah Gül,"Government,Executive Office,Elite,Executive",Turkey,Make statement,10,0.0,Turkey,,Turkey,27730382,3,Trend News Agency (Azerbaijan),Cankaya,,Ankara,Turkey,39.9179,32.8627,2013-08-31
483238,20421707,2013-09-01,Turkey,,Turkey,Receive inspectors,862,9.0,Military Personnel (Turkey),"Government,Military",Turkey,27725777,3,BBC Monitoring European,Cilvegoz,,Hatay,Turkey,36.2399,36.6557,2013-09-01
483239,20421709,2013-09-01,Military Personnel (Turkey),"Government,Military",Turkey,Investigate,90,-2.0,Turkey,,Turkey,27725777,3,BBC Monitoring European,Cilvegoz,,Hatay,Turkey,36.2399,36.6557,2013-09-01
483240,20421708,2013-09-01,Military Personnel (Turkey),"Government,Military",Turkey,Investigate,90,-2.0,Military (Turkey),"Government,Military",Turkey,27725777,3,BBC Monitoring European,Cilvegoz,,Hatay,Turkey,36.2399,36.6557,2013-09-01
483241,20421710,2013-09-01,Turkish Armed Forces,"Government,Military",Turkey,Investigate,90,-2.0,Military (Turkey),"Government,Military",Turkey,27725777,4,BBC Monitoring European,Yayladagi,,Hatay,Turkey,35.9025,36.0627,2013-09-01
483248,20421718,2013-09-01,Main Opposition (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Criticize or denounce,111,-2.0,Justice and Development Party,"Parties,(National) Major Party,Ideological,Center Right",Turkey,27725793,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-01
483250,20421719,2013-09-01,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Make statement,10,0.0,Turkey,,Turkey,27725794,6,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-01
483380,20421861,2013-09-01,United States,,United States,Use conventional military force,190,-10.0,Bashar al-Assad,"Ideological,Executive Office,National Ethnic,Shia,Executive,Social,National Ethnic Minority,National Religious,Parties,(National) Major Party,Religious Minority,International Religious,Government,Far Right",Syria,27726016,3,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-01
483390,20421875,2013-09-01,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27726074,1,Xinhua News Agency,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-01
483391,20421876,2013-09-01,Police (Turkey),"Police,Government",Turkey,Impose administrative sanctions,172,-5.0,Turkey,,Turkey,27726074,5,Xinhua News Agency,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-01
483482,20421979,2013-09-01,Bülent Arinç,"Executive,Ideological,Executive Office,Government,Center Right,Parties,(National) Major Party",Turkey,Praise or endorse,51,3.4,Anatolian Agency,"Executive,Information / Communication / Transparency Ministry,Government,State Media",Turkey,27726323,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-01
483483,20421980,2013-09-01,Muammer Güler,"Interior / Home Ministry,Executive,Government",Turkey,Praise or endorse,51,3.4,Anatolian Agency,"Executive,Information / Communication / Transparency Ministry,Government,State Media",Turkey,27726323,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-01
483485,20421982,2013-09-01,Kurdistan Workers' Party,"Kurd (Ethnic Group),Separatists,International Ethnic,Dissident",Turkey,Retreat or surrender militarily,874,10.0,Turkey,,Turkey,27726326,5,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-01
483511,20422009,2013-09-01,United States,,United States,Use conventional military force,190,-10.0,Bashar al-Assad,"Ideological,Executive Office,National Ethnic,Shia,Executive,Social,National Ethnic Minority,National Religious,Parties,(National) Major Party,Religious Minority,International Religious,Government,Far Right",Syria,27726428,3,Agence France-Presse,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-01
483726,20422231,2013-09-01,Turkey,,Turkey,Engage in diplomatic cooperation,50,3.5,South Korea,,South Korea,27726837,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-01
483728,20422233,2013-09-01,United States,,United States,Use conventional military force,190,-10.0,Government (Syria),Government,Syria,27726838,3,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-09-01
483977,20422498,2013-09-01,Jung Hong-won,"Government,Executive Office,Elite,Executive",South Korea,Consult,40,1.0,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,27727489,4,BBC Monitoring Asia Pacific,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-01
483978,20422499,2013-09-01,Recep Tayyip Erdoğan,"Executive,Ideological,Sunni,Executive Office,Government,Center Right,Parties,(National) Major Party,Elite,International Religious",Turkey,Consult,40,1.0,Jung Hong-won,"Government,Executive Office,Elite,Executive",South Korea,27727489,4,BBC Monitoring Asia Pacific,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-01
484112,20422639,2013-09-01,Head of Government (Turkey),"Executive,Executive Office,Government",Turkey,Make statement,10,0.0,Syria,,Syria,27727844,3,The Nation (Thailand),,,,Turkey,39.9167,32.8333,2013-09-01
484352,20424603,2013-09-02,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27720908,1,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-02
484353,20424604,2013-09-02,Police (Turkey),"Police,Government",Turkey,Impose administrative sanctions,172,-5.0,Turkey,,Turkey,27720908,5,PNA (Philippines News Agency),Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-02
485067,20425395,2013-09-02,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Consult,40,1.0,Ministry (European Union),"International Government Organization,Regional Diplomatic IGOs,Regional",,27723206,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-02
485068,20425394,2013-09-02,Ministry (European Union),"International Government Organization,Regional Diplomatic IGOs,Regional",,Consult,40,1.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27723206,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-09-02
485158,20425490,2013-09-02,Government (Turkey),Government,Turkey,Demand change in leadership,1041,-5.0,Necmettin Erbakan,,Turkey,27723348,2,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-02
485159,20425489,2013-09-02,Military (Turkey),"Government,Military",Turkey,Make pessimistic comment,12,-0.4,Necmettin Erbakan,,Turkey,27723348,4,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-02
485457,20425799,2013-09-02,United States,,United States,Use conventional military force,190,-10.0,Bashar al-Assad,"Ideological,Executive Office,National Ethnic,Shia,Executive,Social,National Ethnic Minority,National Religious,Parties,(National) Major Party,Religious Minority,International Religious,Government,Far Right",Syria,27723940,3,BBC Monitoring Middle East,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-02
485565,20425911,2013-09-02,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Make an appeal or request,20,3.0,Refugee (Turkmenistan),"Refugees / Displaced,Social",Turkmenistan,27724270,3,BBC Monitoring European,Fatih,,Ankara,Turkey,39.9896,32.5827,2013-09-02
485566,20425912,2013-09-02,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Make an appeal or request,20,3.0,Citizen (Syria),"General Population / Civilian / Social,Social",Syria,27724270,5,BBC Monitoring European,Fatih,,Ankara,Turkey,39.9896,32.5827,2013-09-02
485567,20425913,2013-09-02,Turkmenistan,,Turkmenistan,Make a visit,42,1.9,Turkey,,Turkey,27724270,6,BBC Monitoring European,Fatih,,Ankara,Turkey,39.9896,32.5827,2013-09-02
485568,20425914,2013-09-02,Turkey,,Turkey,Host a visit,43,2.8,Turkmenistan,,Turkmenistan,27724270,6,BBC Monitoring European,Fatih,,Ankara,Turkey,39.9896,32.5827,2013-09-02
486369,20427325,2013-09-03,Men (Turkey),"Social,General Population / Civilian / Social",Turkey,Use unconventional violence,180,-9.0,Women (United States),"Social,General Population / Civilian / Social",United States,27719140,1,Associated Press Newswires,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-09-03
486605,20427571,2013-09-03,Police (Turkey),"Police,Government",Turkey,Consult,40,1.0,Student (Turkey),"Social,Education",Turkey,27719473,4,BBC Monitoring European,Kayseri,,Sanliurfa,Turkey,37.7333,39.2,2013-09-03
486606,20427572,2013-09-03,Student (Turkey),"Social,Education",Turkey,Consult,40,1.0,Police (Turkey),"Police,Government",Turkey,27719473,4,BBC Monitoring European,Kayseri,,Sanliurfa,Turkey,37.7333,39.2,2013-09-03
487000,20427995,2013-09-03,Bülent Arinç,"Executive,Ideological,Executive Office,Government,Center Right,Parties,(National) Major Party",Turkey,Make statement,10,0.0,Turkey,,Turkey,27720346,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487001,20427996,2013-09-03,Bülent Arinç,"Executive,Ideological,Executive Office,Government,Center Right,Parties,(National) Major Party",Turkey,Make statement,10,0.0,Turkey,,Turkey,27720346,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
487002,20427997,2013-09-03,Bülent Arinç,"Executive,Ideological,Executive Office,Government,Center Right,Parties,(National) Major Party",Turkey,Make statement,10,0.0,Barack Obama,"Parties,(National) Major Party,Executive,Ideological,Center Left,Executive Office,Government",United States,27720346,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-09-03
